phone_number,email,credit_score,age_group,family_background,income,comments,intent
+91-9361776999,james12@example.net,700,51+,Married with Kids,398136,maybe interested,1
+91-9504580044,tammysmith@example.com,755,36-50,Married,912046,soon not interested,1
+91-9761908654,zachary53@example.net,346,51+,Married,877046,urgent not interested,0
+91-9348836060,veronicapayne@example.org,582,26-35,Single,718193,later urgent soon,1
+91-9473932529,tvega@example.com,332,26-35,Single,349879,immediately soon,1
+91-9443023881,staceywheeler@example.com,735,26-35,Single,165552,urgent immediately,0
+91-9375484760,suttonlawrence@example.com,823,36-50,Married with Kids,707510,maybe interested now,0
+91-9107459535,sharon56@example.org,504,26-35,Married with Kids,425783,soon,0
+91-9030364101,fdalton@example.com,564,36-50,Married,265854,now interested later,0
+91-9679040987,ashleylucero@example.org,334,26-35,Single,887433,now interested later,0
+91-9515898085,andrew21@example.net,327,51+,Married,248319,soon,0
+91-9711242344,gardnerjacqueline@example.org,729,26-35,Married with Kids,787094,now soon,0
+91-9238997940,xking@example.net,401,51+,Married with Kids,397036,later,1
+91-9404612470,garywarner@example.net,374,26-35,Married with Kids,795088,maybe later,1
+91-9237820507,zwilliams@example.org,814,18-25,Married with Kids,313780,interested later immediately,1
+91-9924235877,vbennett@example.org,765,51+,Married,868391,later immediately,0
+91-9834897389,robertayers@example.com,703,36-50,Married,188500,later,0
+91-9868851550,gchung@example.com,555,51+,Married with Kids,338452,maybe soon now,1
+91-9260977081,johnsonsherry@example.org,672,18-25,Married with Kids,744074,interested urgent immediately,1
+91-9378794218,devin64@example.net,579,26-35,Married with Kids,904195,soon maybe,1
+91-9629304532,srichmond@example.com,507,26-35,Married with Kids,949888,maybe interested urgent,0
+91-9421310081,cochranzachary@example.org,746,36-50,Single,726462,urgent maybe soon,0
+91-9482287287,aromero@example.com,816,18-25,Married with Kids,366512,not interested soon,1
+91-9015561258,vpowell@example.net,752,18-25,Married with Kids,135102,soon,0
+91-9707091108,jacquelineblack@example.net,765,26-35,Married with Kids,338337,interested,0
+91-9187385131,scottjulie@example.com,819,36-50,Single,664363,not interested soon interested,0
+91-9212782247,gbrooks@example.org,483,51+,Married,877280,now,0
+91-9208494262,cisnerosmanuel@example.org,845,18-25,Married,727864,maybe not interested later,0
+91-9554169901,wrightsandra@example.org,715,36-50,Single,965697,later urgent,1
+91-9273081010,anna82@example.org,744,18-25,Single,632936,urgent maybe,1
+91-9899520825,tgolden@example.com,502,26-35,Single,346921,interested maybe,0
+91-9498700141,lauraramirez@example.com,747,18-25,Single,895708,interested later,1
+91-9248072770,sharonsuarez@example.org,500,51+,Married with Kids,732088,interested maybe,1
+91-9472909633,casey90@example.com,692,26-35,Married with Kids,591658,now not interested soon,0
+91-9057170402,portermartha@example.net,675,36-50,Married with Kids,913577,not interested soon urgent,1
+91-9955054429,fboone@example.com,758,18-25,Married,761870,not interested later interested,1
+91-9253587638,evasquez@example.com,607,18-25,Single,489016,maybe interested,1
+91-9787580233,wilsonjennifer@example.net,603,51+,Married,638265,not interested,1
+91-9339409095,ariel96@example.net,796,26-35,Single,356817,immediately later not interested,0
+91-9668128235,igill@example.com,658,36-50,Married with Kids,922519,immediately maybe soon,1
+91-9248336321,deanna17@example.net,337,26-35,Married,907409,interested,0
+91-9414886609,stephanieshepherd@example.com,665,36-50,Single,306390,immediately,1
+91-9431566976,nicolejones@example.org,617,51+,Married,657468,now,1
+91-9930129696,ewillis@example.org,706,36-50,Married with Kids,451868,not interested immediately,1
+91-9768423671,fhall@example.org,755,18-25,Single,392627,soon later,1
+91-9894565396,woodtiffany@example.net,535,36-50,Married with Kids,462404,immediately not interested maybe,0
+91-9280120635,garyaguilar@example.com,473,51+,Single,506965,urgent maybe,1
+91-9979243359,harrisonjames@example.org,831,51+,Married with Kids,645286,interested soon not interested,1
+91-9953083677,smithmatthew@example.net,381,26-35,Married with Kids,424528,immediately now maybe,1
+91-9351547793,cmosley@example.net,337,18-25,Single,828199,now immediately,0
+91-9505107803,sandra28@example.org,699,26-35,Married,281506,soon,1
+91-9838869470,frivera@example.org,420,51+,Married with Kids,103440,not interested now,1
+91-9411147867,reaton@example.net,694,51+,Married with Kids,930328,urgent,1
+91-9119706303,jjones@example.org,568,26-35,Single,353682,now urgent maybe,1
+91-9074619371,croberts@example.com,403,18-25,Married,887089,maybe immediately,1
+91-9885313962,fullerbarbara@example.net,827,26-35,Married,299789,soon not interested,1
+91-9392058615,michaelharris@example.org,476,26-35,Single,296220,not interested,1
+91-9873277920,patelsabrina@example.org,389,26-35,Married,100923,immediately,0
+91-9868638859,autumngraves@example.net,322,26-35,Married,537777,now,1
+91-9231768111,xcain@example.org,627,18-25,Married,787622,later not interested urgent,1
+91-9125917518,lisatate@example.com,601,51+,Married with Kids,369128,now,1
+91-9093104004,ffrazier@example.com,813,26-35,Married,293936,interested later,1
+91-9540464144,xduncan@example.org,371,18-25,Single,798849,not interested urgent immediately,1
+91-9564155943,amy65@example.com,659,18-25,Single,198425,later now not interested,1
+91-9412657276,david98@example.org,551,26-35,Married with Kids,770031,interested not interested,1
+91-9091232771,ibarramadison@example.net,663,51+,Married with Kids,772220,not interested interested,1
+91-9213904927,steven34@example.com,339,51+,Single,431244,immediately now maybe,0
+91-9480332967,conwayashley@example.com,646,51+,Single,867493,maybe soon immediately,1
+91-9441563465,zhenderson@example.net,409,18-25,Single,810275,maybe not interested,0
+91-9152312052,ariasjonathan@example.com,679,26-35,Married,116010,later maybe,1
+91-9210932353,ddixon@example.org,573,18-25,Married,281963,soon,1
+91-9920295603,blakesalinas@example.org,844,51+,Single,759651,maybe interested,1
+91-9145254028,rthomas@example.org,575,26-35,Married,898967,soon immediately,0
+91-9414243519,robin27@example.com,792,18-25,Married with Kids,358272,later,1
+91-9159937249,kimberly43@example.org,628,26-35,Single,355443,interested urgent,0
+91-9100284275,nunezlisa@example.org,425,51+,Single,129715,urgent,0
+91-9799382349,crichards@example.org,748,51+,Married with Kids,260361,not interested now,0
+91-9008930734,pmoore@example.net,747,26-35,Married with Kids,599060,not interested urgent,0
+91-9457037053,sherry06@example.com,507,26-35,Single,210202,later maybe,0
+91-9436996832,changkyle@example.net,594,26-35,Married,391662,urgent,0
+91-9927766223,sandersjulia@example.org,645,18-25,Married,749190,soon not interested now,1
+91-9983493558,pattersonamanda@example.net,741,36-50,Married with Kids,148019,urgent interested maybe,0
+91-9179281839,montoyadeanna@example.com,394,36-50,Single,957850,urgent,0
+91-9949166059,stephanie30@example.org,450,26-35,Single,909504,interested later,1
+91-9961831542,mphillips@example.net,810,36-50,Married,869607,soon urgent not interested,0
+91-9140951381,vbarker@example.org,487,51+,Married,668168,immediately,0
+91-9023080613,vsingh@example.net,399,51+,Married,641988,urgent immediately,1
+91-9771273790,johngriffin@example.net,493,18-25,Single,556119,maybe now later,0
+91-9396084511,anna19@example.com,831,36-50,Married,626953,later maybe,0
+91-9560162095,tara76@example.org,705,51+,Married with Kids,982494,urgent later,1
+91-9018557296,erikajones@example.net,584,26-35,Single,417658,interested,1
+91-9030695741,rking@example.net,305,51+,Married,962205,later,0
+91-9146999408,wmartin@example.com,377,26-35,Married with Kids,244090,maybe later immediately,0
+91-9990169651,kelliwalker@example.net,728,36-50,Married,372920,interested soon immediately,1
+91-9604535110,marylang@example.net,807,51+,Married,810221,immediately maybe,1
+91-9925842081,andrew14@example.com,414,51+,Married,422333,soon not interested,0
+91-9302340982,tammy30@example.org,534,18-25,Single,762119,now urgent,0
+91-9042907199,christopher25@example.net,844,26-35,Married with Kids,191760,now soon later,1
+91-9579966943,christophersmith@example.org,586,26-35,Married,222948,interested now,1
+91-9478438822,alvarezjoseph@example.net,424,18-25,Single,518653,soon urgent,1
+91-9386935220,wilkinsamanda@example.org,535,51+,Single,573258,now immediately,0
+91-9427287555,dpeck@example.org,382,18-25,Married with Kids,307112,soon,0
+91-9136213540,erikcarrillo@example.net,802,18-25,Single,815503,urgent,1
+91-9600910750,ryates@example.org,403,26-35,Married,273082,not interested later interested,0
+91-9943289888,ryannixon@example.net,720,36-50,Single,933580,interested,1
+91-9243545198,angelabrown@example.net,802,26-35,Married,482034,later,1
+91-9538772711,henrythomas@example.net,306,26-35,Married,318829,urgent immediately soon,0
+91-9614530183,anthony05@example.com,801,26-35,Single,259211,now later soon,1
+91-9052159186,gregorybailey@example.com,615,51+,Married,388094,soon,0
+91-9165727955,tamara69@example.com,402,18-25,Single,311438,immediately,0
+91-9826458396,jjacobs@example.org,583,36-50,Married,171976,immediately soon,0
+91-9550262478,wyoung@example.net,315,26-35,Married,977375,not interested immediately,0
+91-9785082736,gonzalesalbert@example.net,332,18-25,Married with Kids,375651,interested now immediately,0
+91-9706660920,jennifer11@example.org,316,18-25,Married with Kids,673786,later,0
+91-9428308344,walterchristopher@example.net,642,51+,Married,146433,now soon,0
+91-9329703751,adam05@example.org,557,51+,Married with Kids,126741,not interested maybe,0
+91-9009107794,joseph98@example.org,338,18-25,Married,308096,maybe immediately later,0
+91-9199845520,moorechloe@example.net,399,18-25,Married,792237,interested,1
+91-9938813454,rebeccarobinson@example.org,302,36-50,Married with Kids,592366,immediately urgent now,1
+91-9111302644,psnyder@example.org,533,36-50,Married,677890,immediately later,1
+91-9916822039,amanda49@example.org,772,26-35,Married,281132,now immediately,1
+91-9923954440,qmartinez@example.org,435,36-50,Married,815587,interested now,0
+91-9715014823,sabrina47@example.org,427,18-25,Married,735528,interested,1
+91-9813748371,thomas56@example.com,575,26-35,Single,666274,interested urgent not interested,1
+91-9360490039,laura40@example.net,758,51+,Married with Kids,837402,urgent now,0
+91-9375145982,gainesjonathan@example.net,658,26-35,Married with Kids,163211,now maybe not interested,0
+91-9795099307,mary38@example.com,539,36-50,Single,571063,soon interested,0
+91-9780001827,vsmith@example.com,456,36-50,Single,389343,now,1
+91-9029736327,rrivas@example.com,399,18-25,Single,823964,urgent not interested interested,0
+91-9889702199,amanda93@example.com,535,51+,Married,196579,not interested,0
+91-9223371112,patricia99@example.net,841,51+,Married with Kids,436886,now not interested,1
+91-9882584609,andrewsmith@example.org,787,26-35,Single,754537,interested later,1
+91-9878522538,conradstephanie@example.org,360,51+,Married with Kids,763423,soon,0
+91-9568791859,nfloyd@example.net,330,18-25,Married with Kids,521580,later,1
+91-9657901657,donald74@example.org,800,18-25,Single,613017,maybe,1
+91-9634630320,zjones@example.net,615,51+,Married,380233,now immediately maybe,0
+91-9560586449,jrichardson@example.net,594,18-25,Married,235976,maybe,1
+91-9972953474,juarezkenneth@example.com,688,51+,Married,477525,interested,1
+91-9070869881,alexander60@example.org,498,51+,Single,771677,later,1
+91-9563020359,carolynball@example.com,382,18-25,Single,111334,immediately,0
+91-9825706019,hjohnson@example.net,387,26-35,Married,916912,now,1
+91-9687711792,margaretjones@example.net,699,26-35,Single,138838,later,0
+91-9158494382,jacquelinebrewer@example.net,682,26-35,Married,434009,soon interested,1
+91-9212781397,mooreangela@example.org,437,51+,Married with Kids,298803,maybe interested immediately,0
+91-9118204414,melody76@example.com,622,36-50,Single,200433,maybe later,0
+91-9533829420,aperry@example.com,491,36-50,Single,483329,immediately interested,0
+91-9089070073,steelejoshua@example.net,638,51+,Married,764421,interested,0
+91-9046262876,obrown@example.org,801,51+,Married with Kids,129682,now,0
+91-9193869708,carmen08@example.org,358,26-35,Married with Kids,550282,later,1
+91-9405678895,christopher90@example.org,685,26-35,Married,151303,not interested,0
+91-9822372700,mark30@example.net,790,51+,Married with Kids,109555,interested immediately now,1
+91-9988988235,gonzalezbradley@example.net,748,26-35,Single,631450,immediately,1
+91-9033352977,cohenterri@example.com,841,18-25,Married with Kids,911512,urgent later now,1
+91-9627008330,michelle85@example.org,702,18-25,Single,238631,urgent not interested now,0
+91-9201656168,rbarker@example.org,746,36-50,Single,239000,not interested interested soon,0
+91-9563142426,collinsstephanie@example.net,608,51+,Single,432157,now not interested urgent,1
+91-9319885436,ryan99@example.com,821,36-50,Single,737077,later soon not interested,1
+91-9366723407,oholland@example.org,467,36-50,Married,202989,not interested,0
+91-9239997687,andrew97@example.com,847,51+,Single,696039,now immediately,1
+91-9028179342,kevinjordan@example.com,581,18-25,Single,649792,maybe not interested,0
+91-9806595866,millerjames@example.net,543,51+,Married,594663,maybe,1
+91-9373870538,paul22@example.com,685,18-25,Married,920420,urgent interested,1
+91-9362693114,epierce@example.org,383,26-35,Single,358911,not interested,0
+91-9816121668,justin74@example.net,628,36-50,Married with Kids,162415,now urgent immediately,1
+91-9841969615,michaelquinn@example.net,706,51+,Single,796133,maybe soon now,1
+91-9237021081,wmartin@example.com,352,36-50,Single,433251,maybe later,1
+91-9029089692,chris88@example.net,847,26-35,Single,662658,immediately interested now,1
+91-9339398979,lori63@example.com,539,36-50,Single,569924,later interested,0
+91-9898955218,alyssa76@example.com,687,18-25,Married with Kids,283343,interested maybe later,1
+91-9081159442,melissa48@example.com,446,26-35,Married with Kids,661479,later,0
+91-9252207780,markjohnson@example.org,653,36-50,Single,214602,now interested,0
+91-9879786880,wholmes@example.net,438,18-25,Single,315020,interested immediately soon,0
+91-9393372742,murphynathan@example.net,595,51+,Married,876007,now soon not interested,1
+91-9595590055,brandonerickson@example.net,549,26-35,Married with Kids,881232,interested soon maybe,0
